name,longitude,latitude
서울특별시 송파구,127.11094681909852,37.54592161487089
서울특별시 양천구,126.8718845762462,37.54968536572299
서울특별시 영등포구,126.87829889893031,37.559018061616364
서울특별시 용산구,126.96702096537008,37.55841219674158
서울특별시 중구,129.32980231054097,35.600496474609635
세종특별자치시 세종시,127.176264690474,36.59963346606878
울산광역시 남구,129.34724374871044,35.46980962903335
울산광역시 북구,129.45441671848164,35.61896034114206
울산광역시 울주군,129.36304784905582,35.44389508438916
울산광역시 중구,129.32980231054097,35.600496474609635
인천광역시 강화군,126.34090630257583,37.648675803978584
인천광역시 계양구,126.73685561327741,37.59630784218132
인천광역시 서구,127.36799900146532,36.29193952808868
전라남도 강진군,126.81310127521196,34.45175198753905
전라남도 고흥군,127.14501621656551,34.50719848193269
전라남도 곡성군,127.18244045810728,35.33582902569091
전라남도 광양시,127.59333637437157,34.895279876537245
전라남도 구례군,127.4686384383884,35.36810497651638
전라남도 나주시,126.654944969604,35.11604467064314
전라남도 담양군,126.85205531066674,35.29724663992106
전라남도 무안군,126.40135730572713,34.857467483240384
전라남도 보성군,127.1976306529365,34.71403543025674
전라남도 순천시,127.43629450393423,34.82990236679533
전라남도 신안군,126.19220514529519,35.11326716194018
전라남도 여수시,127.3158178207921,34.012273195058896
전라남도 영광군,126.35640031851112,35.1725844636441
전라남도 영암군,126.42950088365221,34.727293848656835
전라남도 완도군,126.91968147988693,33.99153695971801
전라남도 장성군,126.58116557471467,35.242175358408375
전라남도 장흥군,126.92902349086175,34.439078613099404
전라남도 진도군,125.94138578030883,34.152107107441594
전라남도 함평군,126.36821326938808,35.166632930075366
전라남도 화순군,127.18216350356654,35.2170627157983
전라북도 고창군,126.42544006529191,35.45123117318405
전라북도 군산시,126.49351597050115,35.67423327267286
전라북도 김제시,126.48425029533408,35.81875024915751
전라북도 남원시,127.40972022582444,35.56327895307962
전라북도 무주군,127.6360992969421,36.071360848332844
전라북도 부안군,126.35501623801211,35.5611368868444
전라북도 순창군,126.97512047292393,35.558404050526356
전라북도 완주군,127.02480829033351,35.86980943070631
전라북도 익산시,126.95447749095842,36.15933128368029
전라북도 임실군,127.13394631748595,35.649773006237744
전라북도 장수군,127.61783308809768,35.84171031614988
전라북도 전주시 덕진구,127.15811919029939,35.828877704458314
전라북도 전주시 완산구,127.15811919029939,35.828877704458314
전라북도 정읍시,126.8792718242341,35.75979483696539
전라북도 진안군,127.43326555202835,36.01696628918737
제주특별자치도 서귀포시,126.26530491154992,33.116510414938375
제주특별자치도 제주시,126.1487739659783,33.31154691250272
충청남도 계룡시,127.1942032516246,36.263264420605545
충청남도 공주시,126.96551227437156,36.68200392705586
충청남도 금산군,127.37113897095242,36.274951170147304
충청남도 논산시,127.11584371828724,36.32461886661234
충청남도 당진시,126.80737708189261,36.94304308107276
충청남도 보령시,125.96656374876508,36.24073087771278
충청남도 부여군,126.67629381151924,36.33439577802264
충청남도 서산시,126.40904809226514,36.606256676291544
충청남도 서천군,126.60153559391355,35.99388354377552
충청남도 아산시,127.06647331771453,36.94272599810361
충청남도 예산군,126.70976233870645,36.80608576658354
충청남도 천안시 동남구,127.29383893192696,36.89250921928522
충청남도 천안시 서북구,127.11355621521948,36.97366198289878
충청남도 청양군,126.66976979885894,36.46435277672724
충청남도 태안군,126.32259461894039,36.888292349363624
충청남도 홍성군,126.45471165329268,36.59713798835672
충청북도 괴산군,127.79853537171196,36.95031363543043
충청북도 단양군,128.33675171032098,37.16056401749641
충청북도 보은군,127.79101800237112,36.61132205976281
충청북도 영동군,127.84234398380978,36.31927978206914
충청북도 옥천군,127.64611100979215,36.445250752377596
충청북도 음성군,127.62774373395312,37.157002089869124
충청북도 제천시,127.97927808643685,37.259635250396784
충청북도 증평군,127.5351884688458,36.81135094573141
충청북도 진천군,127.43924034508986,37.01465406988441
충청북도 청주시 상당구,127.48274473141656,36.58600724995385
충청북도 청주시 서원구,127.48274473141656,36.58600724995385
충청북도 청주시 청원구,127.56550926738346,36.77669265206232
충청북도 청주시 흥덕구,127.3164222770574,36.72709174937952
충청북도 충주시,127.74199806563205,37.21398869728019
